Location,amenity_bar,amenity_cafe,amenity_cinema,amenity_conference_centre,amenity_events_venue,amenity_fast_food,amenity_office,amenity_post_office,amenity_pub,amenity_research_institute,amenity_restaurant,amenity_theatre,amenity_university,geometry_left,name,latitude,longitude,FTX SPAM,FTX SPAM.1,geometry_right,reg_name,competitor_count,Totale_macchine_interessate,EV_percentage_per_region,amenity_score
Location 74,False,True,False,False,False,False,False,True,False,False,True,True,False,"POLYGON ((5056242.070599087 1025209.5378250595, 5056238.218380424 1025131.1241127958, 5056226.698823409 1025053.4655674465, 5056207.622867673 1024977.3100832559, 5056181.174225096 1024903.3910791674, 5056147.607610566 1024832.4204355987, 5056107.246288928 1024765.0816386439, 5056060.478961777 1024702.0231977286, 5056007.756024036 1024643.8524001102, 5055949.5852264175 1024591.1294623693, 5055886.526785502 1024544.3621352174, 5055819.187988548 1024504.0008135808, 5055748.217344979 1024470.4341990504, 5055674.298340891 1024443.9855564737, 5055598.142856699 1024424.9096007369, 5055520.484311351 1024413.3900437218, 5055442.070599087 1024409.5378250595, 5055363.656886823 1024413.3900437218, 5055285.998341474 1024424.9096007369, 5055209.842857283 1024443.9855564737, 5055135.923853194 1024470.4341990504, 5055064.953209626 1024504.0008135808, 5054997.614412671 1024544.3621352174, 5054934.555971756 1024591.1294623693, 5054876.385174138 1024643.8524001102, 5054823.662236396 1024702.0231977286, 5054776.894909245 1024765.0816386439, 5054736.533587608 1024832.4204355987, 5054702.9669730775 1024903.3910791674, 5054676.5183305 1024977.3100832559, 5054657.442374764 1025053.4655674465, 5054645.922817749 1025131.1241127958, 5054642.070599087 1025209.5378250595, 5054645.922817749 1025287.9515373232, 5054657.442374764 1025365.6100826724, 5054676.5183305 1025441.7655668631, 5054702.9669730775 1025515.6845709516, 5054736.533587608 1025586.6552145203, 5054776.894909245 1025653.9940114751, 5054823.662236396 1025717.0524523904, 5054876.385174138 1025775.2232500088, 5054934.555971756 1025827.9461877497, 5054997.614412671 1025874.7135149016, 5055064.953209626 1025915.0748365382, 5055135.923853194 1025948.6414510686, 5055209.842857283 1025975.0900936453, 5055285.998341474 1025994.1660493821, 5055363.656886823 1026005.6856063972, 5055442.070599087 1026009.5378250595, 5055520.484311351 1026005.6856063972, 5055598.142856699 1025994.1660493821, 5055674.298340891 1025975.0900936453, 5055748.217344979 1025948.6414510686, 5055819.187988548 1025915.0748365382, 5055886.526785502 1025874.7135149016, 5055949.5852264175 1025827.9461877497, 5056007.756024036 1025775.2232500088, 5056060.478961777 1025717.0524523904, 5056107.246288928 1025653.9940114751, 5056147.607610566 1025586.6552145203, 5056181.174225096 1025515.6845709516, 5056207.622867673 1025441.7655668631, 5056226.698823409 1025365.6100826724, 5056238.218380424 1025287.9515373232, 5056242.070599087 1025209.5378250595))",Colibrì,45.4091194444444,9.17494166666666,10k-40k,32187.5,POINT (5054920.053926488 1025743.0308367864),Lombardia,0,108054,0.0767,4
Location 75,False,True,True,False,False,False,False,False,False,False,True,False,False,"POLYGON ((4984768.779278065 1206902.5324260292, 4984764.927059403 1206824.1187137656, 4984753.407502388 1206746.4601684164, 4984734.331546651 1206670.3046842257, 4984707.882904074 1206596.3856801372, 4984674.316289544 1206525.4150365684, 4984633.954967907 1206458.0762396136, 4984587.187640755 1206395.0177986983, 4984534.464703014 1206336.84700108, 4984476.293905396 1206284.124063339, 4984413.235464481 1206237.3567361871, 4984345.896667526 1206196.9954145504, 4984274.926023957 1206163.4288000201, 4984201.007019869 1206136.9801574436, 4984124.851535678 1206117.9042017066, 4984047.192990329 1206106.3846446914, 4983968.779278065 1206102.5324260292, 4983890.365565801 1206106.3846446914, 4983812.707020452 1206117.9042017066, 4983736.551536261 1206136.9801574436, 4983662.632532173 1206163.4288000201, 4983591.661888604 1206196.9954145504, 4983524.323091649 1206237.3567361871, 4983461.264650734 1206284.124063339, 4983403.093853116 1206336.84700108, 4983350.370915375 1206395.0177986983, 4983303.603588223 1206458.0762396136, 4983263.242266586 1206525.4150365684, 4983229.675652056 1206596.3856801372, 4983203.227009479 1206670.3046842257, 4983184.1510537425 1206746.4601684164, 4983172.6314967275 1206824.1187137656, 4983168.779278065 1206902.5324260292, 4983172.6314967275 1206980.9461382928, 4983184.1510537425 1207058.604683642, 4983203.227009479 1207134.7601678327, 4983229.675652056 1207208.6791719212, 4983263.242266586 1207279.64981549, 4983303.603588223 1207346.9886124448, 4983350.370915375 1207410.0470533601, 4983403.093853116 1207468.2178509785, 4983461.264650734 1207520.9407887193, 4983524.323091649 1207567.7081158713, 4983591.661888604 1207608.069437508, 4983662.632532173 1207641.6360520383, 4983736.551536261 1207668.0846946149, 4983812.707020452 1207687.1606503518, 4983890.365565801 1207698.680207367, 4983968.779278065 1207702.5324260292, 4984047.192990329 1207698.680207367, 4984124.851535678 1207687.1606503518, 4984201.007019869 1207668.0846946149, 4984274.926023957 1207641.6360520383, 4984345.896667526 1207608.069437508, 4984413.235464481 1207567.7081158713, 4984476.293905396 1207520.9407887193, 4984534.464703014 1207468.2178509785, 4984587.187640755 1207410.0470533601, 4984633.954967907 1207346.9886124448, 4984674.316289544 1207279.64981549, 4984707.882904074 1207208.6791719212, 4984734.331546651 1207134.7601678327, 4984753.407502388 1207058.604683642, 4984764.927059403 1206980.9461382928, 4984768.779278065 1206902.5324260292))",Bar La Rocca,44.7707555555556,10.7682722222222,10k-40k,32179.88,POINT (4983857.710874574 1205838.4237572167),Emilia-Romagna,2,45931,0.0661,3
Location 76,False,False,False,False,False,False,False,False,True,False,True,False,False,"POLYGON ((5063982.114793942 1334588.4913696896, 5063978.26257528 1334510.077657426, 5063966.743018265 1334432.4191120768, 5063947.667062528 1334356.263627886, 5063921.218419951 1334282.3446237976, 5063887.651805421 1334211.3739802288, 5063847.290483784 1334144.035183274, 5063800.523156633 1334080.9767423586, 5063747.800218891 1334022.8059447403, 5063689.629421273 1333970.0830069995, 5063626.570980358 1333923.3156798475, 5063559.232183403 1333882.9543582108, 5063488.261539835 1333849.3877436805, 5063414.342535746 1333822.939101104, 5063338.187051555 1333803.863145367, 5063260.528506206 1333792.3435883517, 5063182.114793942 1333788.4913696896, 5063103.701081678 1333792.3435883517, 5063026.0425363295 1333803.863145367, 5062949.887052138 1333822.939101104, 5062875.96804805 1333849.3877436805, 5062804.997404481 1333882.9543582108, 5062737.658607527 1333923.3156798475, 5062674.600166611 1333970.0830069995, 5062616.429368993 1334022.8059447403, 5062563.706431252 1334080.9767423586, 5062516.939104101 1334144.035183274, 5062476.577782463 1334211.3739802288, 5062443.011167933 1334282.3446237976, 5062416.562525356 1334356.263627886, 5062397.48656962 1334432.4191120768, 5062385.967012605 1334510.077657426, 5062382.114793942 1334588.4913696896, 5062385.967012605 1334666.9050819532, 5062397.48656962 1334744.5636273024, 5062416.562525356 1334820.719111493, 5062443.011167933 1334894.6381155816, 5062476.577782463 1334965.6087591504, 5062516.939104101 1335032.9475561052, 5062563.706431252 1335096.0059970205, 5062616.429368993 1335154.1767946389, 5062674.600166611 1335206.8997323797, 5062737.658607527 1335253.6670595317, 5062804.997404481 1335294.0283811684, 5062875.96804805 1335327.5949956987, 5062949.887052138 1335354.0436382752, 5063026.0425363295 1335373.1195940122, 5063103.701081678 1335384.6391510274, 5063182.114793942 1335388.4913696896, 5063260.528506206 1335384.6391510274, 5063338.187051555 1335373.1195940122, 5063414.342535746 1335354.0436382752, 5063488.261539835 1335327.5949956987, 5063559.232183403 1335294.0283811684, 5063626.570980358 1335253.6670595317, 5063689.629421273 1335206.8997323797, 5063747.800218891 1335154.1767946389, 5063800.523156633 1335096.0059970205, 5063847.290483784 1335032.9475561052, 5063887.651805421 1334965.6087591504, 5063921.218419951 1334894.6381155816, 5063947.667062528 1334820.719111493, 5063966.743018265 1334744.5636273024, 5063978.26257528 1334666.9050819532, 5063982.114793942 1334588.4913696896))",CR/AK Brewery Tap Room,45.4833333333333,11.9,10k-40k,31796.88,POINT (5063181.506247389 1334329.869670457),Veneto,0,51291,0.062,2
Location 77,True,False,True,False,False,False,False,True,False,False,True,False,False,"POLYGON ((5097362.688997787 1401856.0534095352, 5097358.836779125 1401777.6396972716, 5097347.31722211 1401699.9811519224, 5097328.241266374 1401623.8256677317, 5097301.7926237965 1401549.9066636432, 5097268.226009266 1401478.9360200744, 5097227.864687629 1401411.5972231196, 5097181.097360478 1401348.5387822043, 5097128.3744227365 1401290.367984586, 5097070.203625118 1401237.645046845, 5097007.145184203 1401190.8777196931, 5096939.806387248 1401150.5163980564, 5096868.83574368 1401116.9497835261, 5096794.916739591 1401090.5011409495, 5096718.7612554 1401071.4251852126, 5096641.102710051 1401059.9056281974, 5096562.688997787 1401056.0534095352, 5096484.275285523 1401059.9056281974, 5096406.616740175 1401071.4251852126, 5096330.461255983 1401090.5011409495, 5096256.542251895 1401116.9497835261, 5096185.571608326 1401150.5163980564, 5096118.232811372 1401190.8777196931, 5096055.1743704565 1401237.645046845, 5095997.003572838 1401290.367984586, 5095944.280635097 1401348.5387822043, 5095897.513307946 1401411.5972231196, 5095857.151986308 1401478.9360200744, 5095823.585371778 1401549.9066636432, 5095797.136729201 1401623.8256677317, 5095778.060773465 1401699.9811519224, 5095766.54121645 1401777.6396972716, 5095762.688997787 1401856.0534095352, 5095766.54121645 1401934.4671217988, 5095778.060773465 1402012.125667148, 5095797.136729201 1402088.2811513387, 5095823.585371778 1402162.2001554272, 5095857.151986308 1402233.170798996, 5095897.513307946 1402300.5095959508, 5095944.280635097 1402363.5680368661, 5095997.003572838 1402421.7388344845, 5096055.1743704565 1402474.4617722253, 5096118.232811372 1402521.2290993773, 5096185.571608326 1402561.590421014, 5096256.542251895 1402595.1570355443, 5096330.461255983 1402621.6056781209, 5096406.616740175 1402640.6816338578, 5096484.275285523 1402652.201190873, 5096562.688997787 1402656.0534095352, 5096641.102710051 1402652.201190873, 5096718.7612554 1402640.6816338578, 5096794.916739591 1402621.6056781209, 5096868.83574368 1402595.1570355443, 5096939.806387248 1402561.590421014, 5097007.145184203 1402521.2290993773, 5097070.203625118 1402474.4617722253, 5097128.3744227365 1402421.7388344845, 5097181.097360478 1402363.5680368661, 5097227.864687629 1402300.5095959508, 5097268.226009266 1402233.170798996, 5097301.7926237965 1402162.2001554272, 5097328.241266374 1402088.2811513387, 5097347.31722211 1402012.125667148, 5097358.836779125 1401934.4671217988, 5097362.688997787 1401856.0534095352))",Ristorante 4 Corone,45.7833333333333,12.5,10k-40k,31484.38,POINT (5096577.353485371 1402665.1899679278),Veneto,0,51291,0.062,4
Location 79,True,True,False,False,False,False,False,False,False,False,True,False,False,"POLYGON ((5096395.278094998 1439971.6010624964, 5096391.425876335 1439893.1873502329, 5096379.90631932 1439815.5288048836, 5096360.830363584 1439739.373320693, 5096334.381721007 1439665.4543166044, 5096300.815106477 1439594.4836730356, 5096260.453784839 1439527.1448760808, 5096213.686457688 1439464.0864351655, 5096160.963519947 1439405.9156375472, 5096102.792722329 1439353.1926998063, 5096039.734281413 1439306.4253726543, 5095972.395484459 1439266.0640510176, 5095901.42484089 1439232.4974364873, 5095827.505836802 1439206.0487939108, 5095751.35035261 1439186.9728381739, 5095673.691807262 1439175.4532811586, 5095595.278094998 1439171.6010624964, 5095516.864382734 1439175.4532811586, 5095439.205837385 1439186.9728381739, 5095363.050353194 1439206.0487939108, 5095289.131349105 1439232.4974364873, 5095218.160705537 1439266.0640510176, 5095150.821908582 1439306.4253726543, 5095087.763467667 1439353.1926998063, 5095029.592670049 1439405.9156375472, 5094976.869732307 1439464.0864351655, 5094930.102405156 1439527.1448760808, 5094889.741083519 1439594.4836730356, 5094856.174468989 1439665.4543166044, 5094829.7258264115 1439739.373320693, 5094810.649870675 1439815.5288048836, 5094799.13031366 1439893.1873502329, 5094795.278094998 1439971.6010624964, 5094799.13031366 1440050.01477476, 5094810.649870675 1440127.6733201093, 5094829.7258264115 1440203.8288043, 5094856.174468989 1440277.7478083884, 5094889.741083519 1440348.7184519572, 5094930.102405156 1440416.057248912, 5094976.869732307 1440479.1156898274, 5095029.592670049 1440537.2864874457, 5095087.763467667 1440590.0094251866, 5095150.821908582 1440636.7767523385, 5095218.160705537 1440677.1380739752, 5095289.131349105 1440710.7046885055, 5095363.050353194 1440737.153331082, 5095439.205837385 1440756.229286819, 5095516.864382734 1440767.7488438343, 5095595.278094998 1440771.6010624964, 5095673.691807262 1440767.7488438343, 5095751.35035261 1440756.229286819, 5095827.505836802 1440737.153331082, 5095901.42484089 1440710.7046885055, 5095972.395484459 1440677.1380739752, 5096039.734281413 1440636.7767523385, 5096102.792722329 1440590.0094251866, 5096160.963519947 1440537.2864874457, 5096213.686457688 1440479.1156898274, 5096260.453784839 1440416.057248912, 5096300.815106477 1440348.7184519572, 5096334.381721007 1440277.7478083884, 5096360.830363584 1440203.8288043, 5096379.90631932 1440127.6733201093, 5096391.425876335 1440050.01477476, 5096395.278094998 1439971.6010624964))",Parigino,45.7744222222222,12.8244333333333,10k-40k,30503.05,POINT (5095585.373134081 1439681.2528151963),Veneto,2,51291,0.062,3
Location 8,True,True,False,False,False,True,False,False,False,False,True,False,False,"POLYGON ((4988803.086680007 1152463.2336795218, 4988799.234461345 1152384.8199672583, 4988787.71490433 1152307.161421909, 4988768.638948593 1152231.0059377183, 4988742.190306016 1152157.0869336298, 4988708.623691486 1152086.116290061, 4988668.262369849 1152018.7774931062, 4988621.4950426975 1151955.719052191, 4988568.772104956 1151897.5482545726, 4988510.601307338 1151844.8253168317, 4988447.542866423 1151798.0579896797, 4988380.204069468 1151757.696668043, 4988309.233425899 1151724.1300535128, 4988235.314421811 1151697.6814109362, 4988159.15893762 1151678.6054551993, 4988081.500392271 1151667.085898184, 4988003.086680007 1151663.2336795218, 4987924.672967743 1151667.085898184, 4987847.014422394 1151678.6054551993, 4987770.858938203 1151697.6814109362, 4987696.939934115 1151724.1300535128, 4987625.969290546 1151757.696668043, 4987558.630493592 1151798.0579896797, 4987495.572052676 1151844.8253168317, 4987437.401255058 1151897.5482545726, 4987384.678317317 1151955.719052191, 4987337.910990166 1152018.7774931062, 4987297.549668528 1152086.116290061, 4987263.983053998 1152157.0869336298, 4987237.534411421 1152231.0059377183, 4987218.458455685 1152307.161421909, 4987206.93889867 1152384.8199672583, 4987203.086680007 1152463.2336795218, 4987206.93889867 1152541.6473917854, 4987218.458455685 1152619.3059371347, 4987237.534411421 1152695.4614213253, 4987263.983053998 1152769.3804254138, 4987297.549668528 1152840.3510689826, 4987337.910990166 1152907.6898659375, 4987384.678317317 1152970.7483068528, 4987437.401255058 1153028.919104471, 4987495.572052676 1153081.642042212, 4987558.630493592 1153128.409369364, 4987625.969290546 1153168.7706910006, 4987696.939934115 1153202.337305531, 4987770.858938203 1153228.7859481075, 4987847.014422394 1153247.8619038444, 4987924.672967743 1153259.3814608597, 4988003.086680007 1153263.2336795218, 4988081.500392271 1153259.3814608597, 4988159.15893762 1153247.8619038444, 4988235.314421811 1153228.7859481075, 4988309.233425899 1153202.337305531, 4988380.204069468 1153168.7706910006, 4988447.542866423 1153128.409369364, 4988510.601307338 1153081.642042212, 4988568.772104956 1153028.919104471, 4988621.4950426975 1152970.7483068528, 4988668.262369849 1152907.6898659375, 4988708.623691486 1152840.3510689826, 4988742.190306016 1152769.3804254138, 4988768.638948593 1152695.4614213253, 4988787.71490433 1152619.3059371347, 4988799.234461345 1152541.6473917854, 4988803.086680007 1152463.2336795218))",Osteria Crocetta,44.810031702133,10.286827741443,40k+,212333.33,POINT (4988229.9115118915 1151326.5108858962),Emilia-Romagna,7,45931,0.0661,4
Location 80,False,True,False,False,False,False,False,False,False,False,True,False,False,"POLYGON ((4973566.175717932 1198707.9539680139, 4973562.32349927 1198629.5402557503, 4973550.803942255 1198551.881710401, 4973531.727986518 1198475.7262262104, 4973505.279343941 1198401.8072221219, 4973471.712729411 1198330.836578553, 4973431.351407774 1198263.4977815982, 4973384.5840806225 1198200.439340683, 4973331.861142881 1198142.2685430646, 4973273.690345263 1198089.5456053237, 4973210.631904348 1198042.7782781718, 4973143.293107393 1198002.416956535, 4973072.322463824 1197968.8503420048, 4972998.403459736 1197942.4016994282, 4972922.247975545 1197923.3257436913, 4972844.589430196 1197911.806186676, 4972766.175717932 1197907.9539680139, 4972687.762005668 1197911.806186676, 4972610.103460319 1197923.3257436913, 4972533.947976128 1197942.4016994282, 4972460.02897204 1197968.8503420048, 4972389.058328471 1198002.416956535, 4972321.719531517 1198042.7782781718, 4972258.661090601 1198089.5456053237, 4972200.490292983 1198142.2685430646, 4972147.767355242 1198200.439340683, 4972101.000028091 1198263.4977815982, 4972060.638706453 1198330.836578553, 4972027.072091923 1198401.8072221219, 4972000.623449346 1198475.7262262104, 4971981.54749361 1198551.881710401, 4971970.027936595 1198629.5402557503, 4971966.175717932 1198707.9539680139, 4971970.027936595 1198786.3676802774, 4971981.54749361 1198864.0262256267, 4972000.623449346 1198940.1817098174, 4972027.072091923 1199014.1007139059, 4972060.638706453 1199085.0713574747, 4972101.000028091 1199152.4101544295, 4972147.767355242 1199215.4685953448, 4972200.490292983 1199273.6393929631, 4972258.661090601 1199326.362330704, 4972321.719531517 1199373.129657856, 4972389.058328471 1199413.4909794927, 4972460.02897204 1199447.057594023, 4972533.947976128 1199473.5062365995, 4972610.103460319 1199492.5821923364, 4972687.762005668 1199504.1017493517, 4972766.175717932 1199507.9539680139, 4972844.589430196 1199504.1017493517, 4972922.247975545 1199492.5821923364, 4972998.403459736 1199473.5062365995, 4973072.322463824 1199447.057594023, 4973143.293107393 1199413.4909794927, 4973210.631904348 1199373.129657856, 4973273.690345263 1199326.362330704, 4973331.861142881 1199273.6393929631, 4973384.5840806225 1199215.4685953448, 4973431.351407774 1199152.4101544295, 4973471.712729411 1199085.0713574747, 4973505.279343941 1199014.1007139059, 4973531.727986518 1198940.1817098174, 4973550.803942255 1198864.0262256267, 4973562.32349927 1198786.3676802774, 4973566.175717932 1198707.9539680139))",Ristorante Cinese Imperiale,44.6727583333333,10.7020166666667,10k-40k,29588.41,POINT (4972948.709997631 1198331.508023529),Emilia-Romagna,0,45931,0.0661,2
Location 81,False,True,False,False,False,True,False,False,False,False,True,False,False,"POLYGON ((5066193.209311773 1377966.9827039063, 5066189.357093111 1377888.5689916427, 5066177.837536096 1377810.9104462934, 5066158.761580359 1377734.7549621027, 5066132.312937782 1377660.8359580142, 5066098.746323252 1377589.8653144455, 5066058.385001615 1377522.5265174906, 5066011.617674463 1377459.4680765753, 5065958.894736722 1377401.297278957, 5065900.723939104 1377348.5743412161, 5065837.665498189 1377301.8070140642, 5065770.326701234 1377261.4456924275, 5065699.356057665 1377227.8790778972, 5065625.437053577 1377201.4304353206, 5065549.281569386 1377182.3544795837, 5065471.623024037 1377170.8349225684, 5065393.209311773 1377166.9827039063, 5065314.795599509 1377170.8349225684, 5065237.13705416 1377182.3544795837, 5065160.981569969 1377201.4304353206, 5065087.062565881 1377227.8790778972, 5065016.091922312 1377261.4456924275, 5064948.753125357 1377301.8070140642, 5064885.694684442 1377348.5743412161, 5064827.523886824 1377401.297278957, 5064774.800949083 1377459.4680765753, 5064728.033621931 1377522.5265174906, 5064687.672300294 1377589.8653144455, 5064654.105685764 1377660.8359580142, 5064627.657043187 1377734.7549621027, 5064608.5810874505 1377810.9104462934, 5064597.061530435 1377888.5689916427, 5064593.209311773 1377966.9827039063, 5064597.061530435 1378045.3964161698, 5064608.5810874505 1378123.054961519, 5064627.657043187 1378199.2104457098, 5064654.105685764 1378273.1294497983, 5064687.672300294 1378344.100093367, 5064728.033621931 1378411.4388903219, 5064774.800949083 1378474.4973312372, 5064827.523886824 1378532.6681288555, 5064885.694684442 1378585.3910665964, 5064948.753125357 1378632.1583937483, 5065016.091922312 1378672.519715385, 5065087.062565881 1378706.0863299153, 5065160.981569969 1378732.534972492, 5065237.13705416 1378751.6109282288, 5065314.795599509 1378763.130485244, 5065393.209311773 1378766.9827039063, 5065471.623024037 1378763.130485244, 5065549.281569386 1378751.6109282288, 5065625.437053577 1378732.534972492, 5065699.356057665 1378706.0863299153, 5065770.326701234 1378672.519715385, 5065837.665498189 1378632.1583937483, 5065900.723939104 1378585.3910665964, 5065958.894736722 1378532.6681288555, 5066011.617674463 1378474.4973312372, 5066058.385001615 1378411.4388903219, 5066098.746323252 1378344.100093367, 5066132.312937782 1378273.1294497983, 5066158.761580359 1378199.2104457098, 5066177.837536096 1378123.054961519, 5066189.357093111 1378045.3964161698, 5066193.209311773 1377966.9827039063))",7Beo,45.5032666666667,12.2916083333333,10k-40k,28673.78,POINT (5065400.474763876 1378913.4205014883),Veneto,2,51291,0.062,3
Location 82,True,True,False,False,False,True,False,False,False,False,True,False,False,"POLYGON ((5051105.455335411 1326352.9741756907, 5051101.603116749 1326274.560463427, 5051090.083559734 1326196.9019180778, 5051071.007603997 1326120.7464338872, 5051044.55896142 1326046.8274297987, 5051010.99234689 1325975.8567862299, 5050970.631025253 1325908.517989275, 5050923.863698102 1325845.4595483597, 5050871.14076036 1325787.2887507414, 5050812.969962742 1325734.5658130005, 5050749.911521827 1325687.7984858486, 5050682.572724872 1325647.4371642119, 5050611.6020813035 1325613.8705496816, 5050537.683077215 1325587.421907105, 5050461.527593024 1325568.345951368, 5050383.869047675 1325556.8263943528, 5050305.455335411 1325552.9741756907, 5050227.041623147 1325556.8263943528, 5050149.383077798 1325568.345951368, 5050073.227593607 1325587.421907105, 5049999.308589519 1325613.8705496816, 5049928.33794595 1325647.4371642119, 5049860.999148996 1325687.7984858486, 5049797.94070808 1325734.5658130005, 5049739.769910462 1325787.2887507414, 5049687.046972721 1325845.4595483597, 5049640.27964557 1325908.517989275, 5049599.918323932 1325975.8567862299, 5049566.351709402 1326046.8274297987, 5049539.903066825 1326120.7464338872, 5049520.827111089 1326196.9019180778, 5049509.307554074 1326274.560463427, 5049505.455335411 1326352.9741756907, 5049509.307554074 1326431.3878879542, 5049520.827111089 1326509.0464333035, 5049539.903066825 1326585.2019174942, 5049566.351709402 1326659.1209215827, 5049599.918323932 1326730.0915651515, 5049640.27964557 1326797.4303621063, 5049687.046972721 1326860.4888030216, 5049739.769910462 1326918.65960064, 5049797.94070808 1326971.3825383808, 5049860.999148996 1327018.1498655328, 5049928.33794595 1327058.5111871695, 5049999.308589519 1327092.0778016998, 5050073.227593607 1327118.5264442763, 5050149.383077798 1327137.6024000132, 5050227.041623147 1327149.1219570285, 5050305.455335411 1327152.9741756907, 5050383.869047675 1327149.1219570285, 5050461.527593024 1327137.6024000132, 5050537.683077215 1327118.5264442763, 5050611.6020813035 1327092.0778016998, 5050682.572724872 1327058.5111871695, 5050749.911521827 1327018.1498655328, 5050812.969962742 1326971.3825383808, 5050871.14076036 1326918.65960064, 5050923.863698102 1326860.4888030216, 5050970.631025253 1326797.4303621063, 5051010.99234689 1326730.0915651515, 5051044.55896142 1326659.1209215827, 5051071.007603997 1326585.2019174942, 5051090.083559734 1326509.0464333035, 5051101.603116749 1326431.3878879542, 5051105.455335411 1326352.9741756907))",Vanilla,45.3666666666667,11.8333333333333,10k-40k,28671.88,POINT (5050194.232321515 1326746.504086486),Veneto,0,51291,0.062,4
Location 83,False,False,False,False,False,False,False,False,False,False,True,False,False,"POLYGON ((5067691.113247938 1367118.3884620748, 5067687.261029276 1367039.9747498112, 5067675.741472261 1366962.316204462, 5067656.665516525 1366886.1607202713, 5067630.2168739475 1366812.2417161828, 5067596.6502594175 1366741.271072614, 5067556.28893778 1366673.9322756592, 5067509.521610629 1366610.8738347439, 5067456.7986728875 1366552.7030371255, 5067398.627875269 1366499.9800993847, 5067335.569434354 1366453.2127722327, 5067268.2306373995 1366412.851450596, 5067197.259993831 1366379.2848360657, 5067123.340989742 1366352.8361934891, 5067047.185505551 1366333.7602377522, 5066969.5269602025 1366322.240680737, 5066891.113247938 1366318.3884620748, 5066812.699535674 1366322.240680737, 5066735.040990326 1366333.7602377522, 5066658.8855061345 1366352.8361934891, 5066584.966502046 1366379.2848360657, 5066513.995858477 1366412.851450596, 5066446.657061523 1366453.2127722327, 5066383.5986206075 1366499.9800993847, 5066325.427822989 1366552.7030371255, 5066272.704885248 1366610.8738347439, 5066225.937558097 1366673.9322756592, 5066185.576236459 1366741.271072614, 5066152.009621929 1366812.2417161828, 5066125.560979352 1366886.1607202713, 5066106.485023616 1366962.316204462, 5066094.965466601 1367039.9747498112, 5066091.113247938 1367118.3884620748, 5066094.965466601 1367196.8021743384, 5066106.485023616 1367274.4607196876, 5066125.560979352 1367350.6162038783, 5066152.009621929 1367424.5352079668, 5066185.576236459 1367495.5058515356, 5066225.937558097 1367562.8446484904, 5066272.704885248 1367625.9030894057, 5066325.427822989 1367684.073887024, 5066383.5986206075 1367736.796824765, 5066446.657061523 1367783.564151917, 5066513.995858477 1367823.9254735536, 5066584.966502046 1367857.4920880839, 5066658.8855061345 1367883.9407306605, 5066735.040990326 1367903.0166863974, 5066812.699535674 1367914.5362434126, 5066891.113247938 1367918.3884620748, 5066969.5269602025 1367914.5362434126, 5067047.185505551 1367903.0166863974, 5067123.340989742 1367883.9407306605, 5067197.259993831 1367857.4920880839, 5067268.2306373995 1367823.9254735536, 5067335.569434354 1367783.564151917, 5067398.627875269 1367736.796824765, 5067456.7986728875 1367684.073887024, 5067509.521610629 1367625.9030894057, 5067556.28893778 1367562.8446484904, 5067596.6502594175 1367495.5058515356, 5067630.2168739475 1367424.5352079668, 5067656.665516525 1367350.6162038783, 5067675.741472261 1367274.4607196876, 5067687.261029276 1367196.8021743384, 5067691.113247938 1367118.3884620748))",Charlie's Pizza,45.5166666666667,12.1833333333333,10k-40k,28437.5,POINT (5066892.155940506 1366580.0555554598),Veneto,2,51291,0.062,1
